file_name,sweep,spike_time
E21123101_0003,0,0.5848458847600818
E21123101_0003,0,0.5888060194046598
E21123101_0003,0,0.5921061316084747
E21123101_0003,0,0.5953402415682133
E21123101_0003,0,0.5983763447957231
E21123101_0003,0,0.6016104547554617
E21123101_0003,0,0.607418652234176
E21123101_0003,0,0.6117748003432117
E21123101_0003,0,1.1985347501815062
E21123101_0003,0,1.2912679031087058
E21123101_0003,0,1.3968054913867072
E21123101_0003,0,1.5591050095703254
E21123101_0003,0,1.6351395947462215
E21123101_0003,0,1.7540096363276352
E21123101_0003,0,1.9046267573097488
E21123101_0003,0,2.251930565639232
E21123101_0003,1,0.5833938353904033
E21123101_0003,1,0.5872219655468286
E21123101_0003,1,0.5897960530658043
E21123101_0003,1,0.5927001518051614
E21123101_0003,1,0.5958682595208238
E21123101_0003,1,0.5994323807009438
E21123101_0003,1,0.6037885288099796
E21123101_0003,1,0.6109167711702198
E21123101_0003,1,1.2197874727740745
E21123101_0003,1,1.3300772226255693
E21123101_0003,1,1.4215563329153191
E21123101_0003,1,1.6315754735661012
E21123101_0003,1,1.8052933799749191
E21123101_0003,1,2.143488878621873
E21123101_0003,1,5.033067124282225
E21123101_0003,1,6.403405715794337
E21123101_0003,2,0.5838558510989373
E21123101_0003,2,0.5876839812553627
E21123101_0003,2,0.5907200844828724
E21123101_0003,2,0.5942182034189163
E21123101_0003,2,0.5968582931819683
E21123101_0003,2,0.6004884166061646
E21123101_0003,2,0.6048445647152003
E21123101_0003,2,0.6097947330209227
E21123101_0003,2,0.6163949574285525
E21123101_0003,2,1.2564847204804963
E21123101_0003,2,1.374232723912613
E21123101_0003,2,1.4317206785030692
E21123101_0003,2,1.5732954920467297
E21123101_0003,2,1.7330209227113722
E21123101_0003,2,1.928387565177216
E21123101_0003,2,2.6495940861989307
E21123101_0003,2,3.257276747409412
E21123101_0003,2,3.871823642003828
E21123101_0003,2,3.9617847006798232
E21123101_0003,3,0.5825358062174114
E21123101_0003,3,0.5864959408619893
E21123101_0003,3,0.5895320440894991
E21123101_0003,3,0.5923701405847799
E21123101_0003,3,0.5951422348359845
E21123101_0003,3,0.5981783380634942
E21123101_0003,3,0.6018744637317669
E21123101_0003,3,0.6072206455019471
E21123101_0003,3,1.1562933139726752
E21123101_0003,3,1.245132334499373
E21123101_0003,3,1.3004422150353112
E21123101_0003,3,1.3733086924955449
E21123101_0003,3,1.532704111939806
E21123101_0003,3,1.6688007392251338
E21123101_0003,3,1.9757111741799225
E21123101_0003,3,3.3989835654412253
E21123101_0003,3,3.8483928453567424
E21123101_0003,4,0.5831958286581744
E21123101_0003,4,0.5870239588145997
E21123101_0003,4,0.5901260642861857
E21123101_0003,4,0.5930961652696192
E21123101_0003,4,0.596132268497129
E21123101_0003,4,0.5993663784568676
E21123101_0003,4,0.6035245198336744
E21123101_0003,4,0.6088046993597782
E21123101_0003,4,1.1610454755461683
E21123101_0003,4,1.2689591446109167
E21123101_0003,4,1.3674344927727544
E21123101_0003,4,1.428618573031483
E21123101_0003,4,1.5070952412382022
E21123101_0003,4,1.896376476800212
E21123101_0003,5,0.5837238466107848
E21123101_0003,5,0.5870239588145997
E21123101_0003,5,0.5895980463335754
E21123101_0003,5,0.5922381360966273
E21123101_0003,5,0.5948122236156029
E21123101_0003,5,0.5973863111345786
E21123101_0003,5,0.600356412118012
E21123101_0003,5,0.6037225265659033
E21123101_0003,5,0.6093327173123887
E21123101_0003,5,0.6196290673882913
E21123101_0003,5,1.1141178800079203
E21123101_0003,5,1.2427562537126262
E21123101_0003,5,1.339713550260709
E21123101_0003,5,1.4561415088112997
E21123101_0003,5,1.5637911688997426
E21123101_0003,5,1.87089961058676
E21123101_0004,0,0.587749983499439
E21123101_0004,0,0.591710118144017
E21123101_0004,0,0.5948122236156029
E21123101_0004,0,0.5977163223549601
E21123101_0004,0,0.6001584053857831
E21123101_0004,0,0.6028644973929114
E21123101_0004,0,0.6059006006204212
E21123101_0004,0,0.6091347105801598
E21123101_0004,0,0.6140848788858821
E21123101_0004,0,0.6324335027390932
E21123101_0004,1,0.5901260642861857
E21123101_0004,1,0.5930961652696192
E21123101_0004,1,0.5959342617649
E21123101_0004,1,0.5989703649924097
E21123101_0004,1,0.6024684839284536
E21123101_0004,1,0.6062966140848789
E21123101_0004,1,0.6106527621939146
E21123101_0004,1,0.6181770180186127
E21123101_0004,2,0.5906540822387961
E21123101_0004,2,0.5942842056629926
E21123101_0004,2,0.5970562999141971
E21123101_0004,2,0.6001584053857831
E21123101_0004,2,0.6037885288099796
E21123101_0004,2,0.6089367038479309
E21123101_0004,2,0.6152729192792555
E21123101_0004,3,0.5902580687743384
E21123101_0004,3,0.5930961652696192
E21123101_0004,3,0.5959342617649
E21123101_0004,3,0.5989043627483335
E21123101_0004,3,0.6026004884166062
E21123101_0004,3,0.6058345983763448
E21123101_0004,3,0.6097947330209227
E21123101_0004,3,0.618243020262689
E21123102_0003,0,1.015708534090159
E21123102_0003,1,0.8429146590984093
E21123102_0003,1,1.027588938023893
E21123102_0003,1,1.4805623391195302
E21123102_0003,1,1.6701207841066597
E21123102_0003,1,1.996369876575804
E21123102_0003,1,2.15728334763382
E21123102_0003,1,2.288627813345654
E21123102_0003,1,2.3520559699029766
E21123102_0003,1,2.420632301498251
E21123102_0003,1,3.1613754867665502
E21123102_0003,1,4.41244802323279
E21123102_0003,1,4.545772556266913
E21123102_0003,1,4.703847930829649
E21123102_0003,1,4.822321958946604
E21123102_0003,1,4.937099861395288
E21123102_0003,1,5.059534024156822
E21123102_0003,1,6.6994257804765365
E21123102_0003,1,7.022506765230018
E21123102_0003,1,7.248894462411722
E21123102_0003,1,7.425912481024355
